0.000	0.292
1.200	0.217
2.400	0.170
3.600	0.104
4.800	0.101
6.000	0.042
7.200	0.087
8.400	0.472
9.600	0.882
10.800	0.841
12.000	0.521
13.200	0.347
14.400	0.459
15.600	0.519
16.800	0.454
18.000	0.508
19.200	0.593
20.400	0.584
21.600	0.465
22.800	0.383
24.000	0.404
25.200	0.514
26.400	0.614
27.600	0.450
28.800	0.294
30.000	0.474
31.200	0.618
32.400	0.602
33.600	0.610
34.800	0.756
36.000	0.679
37.200	0.462
38.400	0.384
39.600	0.494
40.800	0.611
42.000	0.465
43.200	0.515
44.400	0.606
45.600	0.616
46.800	0.527
48.000	0.454
49.200	0.436
50.400	0.450
51.600	0.493
52.800	0.468
54.000	0.565
55.200	0.577
56.400	0.422
57.600	0.399
58.800	0.464
60.000	0.669
61.200	0.800
62.400	0.864
63.600	0.696
64.800	0.383
66.000	0.230
67.200	0.188
68.400	0.196
69.600	0.230
70.800	0.262
72.000	0.357
73.200	0.323
74.400	0.211
75.600	0.050
76.800	0.000
