0.0000	3107.3333	
0.7069	3108.5552	
1.4138	2995.7170	
2.1206	2934.5156	
2.8275	3045.8203	
3.5344	3140.3538	
4.2413	3153.1470	
4.9482	3164.8000	
5.6550	3122.0994	
6.3619	3061.8164	
7.0688	3215.2246	
7.7757	3346.5906	
8.4826	3399.1797	
9.1894	3374.7468	
9.8963	3295.8000	
10.6032	3305.8027	
11.3101	3273.8899	
12.0170	3255.1782	
12.7238	3122.2952	
13.4307	2994.4409	
14.1376	3023.4626	
14.8445	2980.1333	
15.5514	3021.9958	
16.2582	3056.4734	
16.9651	2999.5796	
17.6720	3094.5305	
18.3789	3235.6040	
19.0858	3239.7402	
19.7926	3171.3999	
20.4995	3020.4790	
21.2064	3040.9729	
21.9133	3117.2898	
22.6202	3050.3743	
23.3271	2971.4680	
24.0339	3054.1511	
24.7408	3104.6667	
25.4477	2978.3225	
26.1546	2818.7429	
26.8615	2903.7239	
27.5683	3091.7563	
28.2752	3005.7551	
28.9821	3030.5945	
29.6890	3194.3333	
30.3959	3081.2734	
31.1027	3142.0557	
31.8096	3172.0681	
32.5165	3049.5225	
33.2234	3039.4395	
33.9303	2884.4380	
34.6371	2756.0000	
35.3440	2867.3606	
36.0509	3101.6367	
36.7578	3067.0286	
37.4647	3156.2788	
38.1715	3150.3960	
38.8784	3052.3264	
39.5853	3065.4666	
40.2922	3049.1470	
40.9991	3044.0244	
41.7059	2979.3945	
42.4128	3043.5986	
43.1197	3091.1470	
43.8266	2963.5552	
44.5335	2848.6001	
45.2403	2741.3225	
45.9472	2698.6055	
46.6541	2891.5552	
47.3610	3086.8408	
48.0679	3117.1226	
48.7747	3233.8286	
49.4816	2935.0000	
50.1885	3092.5496	
50.8954	3194.0652	
51.6023	3128.0286	
52.3091	3265.8354	
53.0160	3159.8911	
53.7229	3188.1387	
54.4298	3201.7334	
55.1367	3101.1375	
55.8435	3077.1387	
56.5504	3133.5034	
57.2573	3139.7212	
57.9642	3098.3428	
58.6711	3084.8137	
59.3779	3057.0667	
60.0848	3074.8774	
60.7917	3030.3674	
61.4986	3036.5525	
62.2055	2977.9878	
62.9123	2831.7810	
63.6192	2972.2041	
64.3261	3002.2000	
65.0330	3080.9375	
65.7399	3189.9905	
66.4468	3195.1470	
67.1536	3200.1089	
67.8605	3241.6599	
68.5674	3204.8816	
69.2743	3193.7334	
69.9812	3114.4150	
70.6880	3137.0815	
71.3949	2957.6926	
72.1018	2990.1768	
72.8087	3002.0571	
73.5156	3005.2952	
74.2224	2987.0000	
74.9293	2898.0940	
75.6362	2795.1184	
76.3431	2755.6367	
77.0500	2775.3999	
77.7568	2804.6802	
78.4637	2883.0381	
79.1706	3039.6001	
79.8775	3244.3728	
80.5844	3265.9497	
81.2912	3247.5715	
81.9981	3266.3687	
82.7050	3105.7034	
83.4119	3154.7632	
84.1188	3271.3333	
84.8256	3283.8164	
85.5325	3135.5430	
86.2394	3169.0422	
86.9463	3226.9292	
87.6532	3203.2939	
88.3600	3124.5171	
89.0669	3218.2000	
89.7738	3266.2490	
90.4807	3193.9170	
91.1876	3110.5129	
91.8944	3197.9185	
92.6013	3118.6912	
93.3082	3071.1565	
94.0151	3134.2000	
94.7220	3253.6572	
95.4288	3241.5034	
96.1357	3173.1184	
96.8426	3166.3428	
97.5495	3074.2000	
98.2564	3021.4041	
98.9632	3163.6667	
