0.0000	140.3687	
0.7069	145.9888	
1.4138	151.1181	
2.1206	148.0873	
2.8275	140.7043	
3.5344	141.6928	
4.2413	147.5284	
4.9482	150.4168	
5.6550	144.5295	
6.3619	140.3340	
7.0688	141.3278	
7.7757	142.5874	
8.4826	149.1683	
9.1894	149.8079	
9.8963	148.0410	
10.6032	152.2345	
11.3101	157.9467	
12.0170	157.7256	
12.7238	156.9884	
13.4307	153.4406	
14.1376	158.3723	
14.8445	159.8537	
15.5514	156.7631	
16.2582	151.2421	
16.9651	137.7858	
17.6720	126.9123	
18.3789	116.1958	
19.0858	106.0325	
19.7926	109.9976	
20.4995	118.4595	
21.2064	127.9955	
21.9133	134.9466	
22.6202	142.7425	
23.3271	137.1211	
24.0339	128.2845	
24.7408	129.4559	
25.4477	127.5179	
26.1546	128.8634	
26.8615	131.6277	
27.5683	131.0312	
28.2752	131.6931	
28.9821	126.8973	
29.6890	123.0854	
30.3959	125.5303	
31.1027	127.1179	
31.8096	130.1862	
32.5165	130.0049	
33.2234	139.7796	
33.9303	141.1415	
34.6371	137.2389	
35.3440	136.0161	
36.0509	137.6279	
36.7578	133.8450	
37.4647	125.1338	
38.1715	124.2891	
38.8784	125.4439	
39.5853	132.0318	
40.2922	142.1368	
40.9991	149.1912	
41.7059	144.0938	
42.4128	134.2789	
43.1197	125.3228	
43.8266	123.3218	
44.5335	121.5502	
45.2403	122.9295	
45.9472	124.0015	
46.6541	126.9131	
47.3610	118.6703	
48.0679	112.6164	
48.7747	109.3576	
49.4816	114.2123	
50.1885	125.0770	
50.8954	132.4031	
51.6023	136.4546	
52.3091	141.0084	
53.0160	137.7356	
53.7229	131.9993	
54.4298	131.1796	
55.1367	121.5327	
55.8435	125.7870	
56.5504	135.0302	
57.2573	139.9542	
57.9642	133.9813	
58.6711	128.0694	
59.3779	122.2666	
60.0848	122.5156	
60.7917	124.4379	
61.4986	124.3677	
62.2055	128.2502	
62.9123	132.1836	
63.6192	139.3277	
64.3261	133.5799	
65.0330	133.8846	
65.7399	139.0892	
66.4468	132.2840	
67.1536	133.8491	
67.8605	129.5790	
68.5674	127.6979	
69.2743	133.3557	
69.9812	135.8112	
70.6880	131.9408	
71.3949	125.5137	
72.1018	125.0103	
72.8087	126.4009	
73.5156	131.6085	
74.2224	138.9256	
74.9293	136.3465	
75.6362	136.3570	
76.3431	139.1609	
77.0500	131.4358	
77.7568	120.6348	
78.4637	117.8878	
79.1706	114.6646	
79.8775	109.4131	
80.5844	107.8046	
81.2912	106.2567	
81.9981	109.8480	
82.7050	120.9794	
83.4119	133.5472	
84.1188	141.2913	
84.8256	147.6435	
85.5325	146.0563	
86.2394	149.6073	
86.9463	149.3828	
87.6532	150.5394	
88.3600	147.8512	
89.0669	142.9355	
89.7738	147.2432	
90.4807	147.0476	
91.1876	143.9951	
91.8944	139.6115	
92.6013	137.7181	
93.3082	138.4553	
94.0151	144.2045	
94.7220	145.1817	
95.4288	148.8982	
96.1357	154.5940	
96.8426	150.3748	
97.5495	143.7857	
98.2564	139.7634	
98.9632	142.7719	
