0	0	0	0	0	0
150	0.282596316	0.326713937	0.316868405	0.273001611	0.3043581
450	0.285194116	0.319110657	0.332106457	0.299591596	0.333097263
750	0.285389891	0.315317097	0.342969294	0.327284756	0.366726545
1050	0.279294459	0.318913262	0.34176322	0.339706729	0.387271521
1350	0.267856451	0.322847618	0.336561591	0.342858624	0.395381158
1650	0.256664238	0.32302773	0.334312898	0.344608813	0.400532881
1950	0.253657	0.322133588	0.33686916	0.344838726	0.409449774
2250	0.258770194	0.320977491	0.341700272	0.346114996	0.421621526
2550	0.261716057	0.316623949	0.345151023	0.353952942	0.432846882
2850	0.260009417	0.310773904	0.348848202	0.367143897	0.439115587
3150	0.261760795	0.308926216	0.35513519	0.378685894	0.438797035
3450	0.266893884	0.310571623	0.360602111	0.384287063	0.435648587
					
					
					
