0	0	0	0	0	0
150	0.140732265446224	0.0886816871580681	0.200232199154315	0.424845774102946	0.500320512820513
450	0.23107629918063	0.214378865307427	0.318555229845161	0.469458619007469	0.539636752136752
750	0.364595916382763	0.339935783105336	0.475531174866034	0.530185301433979	0.553774928774929
1050	0.467904433826708	0.422156305233228	0.589556241856419	0.576876587463744	0.526077566400147
1350	0.515488400601664	0.50358710255262	0.644021829236112	0.589869256032731	0.503484667463162
1650	0.565884237177571	0.552941582382051	0.663085375117761	0.578777932538832	0.529339736328984
1950	0.640682789394671	0.590066542050927	0.661609922724089	0.572079755056291	0.572044137520328
2250	0.695215570894407	0.671532460238156	0.641513662718829	0.584264418401336	0.577539544402578
2550	0.723331881533101	0.734913564367063	0.619942779109843	0.610275197135434	0.563748524959065
2850	0.742950255021653	0.735529077148966	0.640068074866201	0.631868192085252	0.559728447631854
3150	0.74458515089719	0.71661917770286		0.632687193310621	0.581752305665349
3450	0.740742452326932	0.715219547301109		0.619926432955098	0.611742424242424
3750	0.76249594112473	0.724422010067468		0.614833031563121	0.578030303030303
4050	0.783828074731133	0.740040647669324		0.622862061906933	
4350	0.776553965385688	0.77580961837076		0.63283110488187	
4650	0.773060271599723			0.629361993221844	
4950	0.786529973987088			0.612902791498848	
5250	0.789171782903849			0.610290590004825	
5550	0.778936366983354			0.625488555585412	
5850	0.775946945305465				
6150	0.78713847028658				
6450	0.797608570071699				
