0	0	0	0	0.0145631067961165	0.00588235294117645
150	0.665689576485247	0.689477996461743	0.726088778397469	0.551632921753277	0.586865916749359
450	0.671195744502382	0.71100748350123	0.771064564499445	0.650371969345868	0.663113614940769
750	0.667581865977381	0.739135191388505	0.814510143616962	0.765994551696576	0.762199793465489
1050	0.650047194466715	0.762747702949153	0.824393434110314	0.840062848704144	0.838942286284567
1350	0.624571166628716	0.774080769467577	0.808883886629572	0.873859797924328	0.881757337554784
1650	0.602239425704316	0.76625013152214	0.79350448387916	0.884590306600688	0.898134839312551
1950	0.6003744416041	0.746791136795294	0.793707230867943	0.883012926763587	0.902844951100028
2250	0.616447724791468	0.730638897289964	0.805131056536175	0.877982028873438	0.90840653408821
2550	0.622697659051106	0.720967345273988	0.816131418822555	0.876343373592513	0.918186276417906
2850	0.615360213006958	0.716574679908428	0.822181045836581	0.880625213106559	0.92793410004727
3150	0.618453006766699	0.719795560093756	0.824939252941843	0.888718357373407	0.93278789547715
3450	0.631717600797085	0.726189950830497	0.826152246267631	0.895165828016901	0.933348268403831
